Issue Number,Issue Name,Date Opened,Issue Author,Date Closed,Closed By
29821,[TF 2.0 API Docs] tf.estimator.StepCounterHook</bdi,15-Jun-19,percyashu,Not closed,Not closed
29804,Inconsistency between names in the conv 1d operations and no support for 'causal' padding</bdi,14-Jun-19,Uiuran,Not closed,Not closed
29801,Keras Callbacks documentation for on_train_batch_end vs the actual code of ModelCheckpoint</bdi,14-Jun-19,durandg12,Not closed,Not closed
29755,tf.Print was not rendered correctly in the website</bdi,13-Jun-19,jvishnuvardhan,Not closed,Not closed
29714,Polynomial Decay Document Page question</bdi,12-Jun-19,pranavsubramani,Not closed,Not closed
29688,[TF API Docs] UX - <code>tf.io.FixedLenFeature</code> and <code>tf.FixedLenFeature </code></bdi,12-Jun-19,8bitmp3,Not closed,Not closed
29685,[TF 2.0 API Docs] tf.keras.constraints.MinMaxNorm</bdi,12-Jun-19,kabahima,Not closed,Not closed
29683,[TF 2.0 API Docs]  tf.keras.metrics.BinaryAccuracy</bdi,12-Jun-19,kabahima,Not closed,Not closed
29677,tf.layers.dense deprecation update hint</bdi,12-Jun-19,BreakBB,Not closed,Not closed
29668,The documentation has a cat instead of a bridge</bdi,11-Jun-19,gowthamkpr,Not closed,Not closed
29654,[TF 2.0 API Docs] tf.lite.OpHint.OpHintArgumentTracker</bdi,11-Jun-19,kisinad,Not closed,Not closed
29653,[TF 2.0 API Docs] tf.lite.OpHint</bdi,11-Jun-19,kisinad,Not closed,Not closed
29652,[TF 2.0 API Docs] tf.data.experimental.Counter</bdi,11-Jun-19,TrevorRashid,Not closed,Not closed
29651,[TF 2.0 API Docs] tf.io.write_file</bdi,11-Jun-19,muwongeemmanuel,Not closed,Not closed
29650,[TF 2.0 API Docs] tf.data.experimental</bdi,11-Jun-19,kabahima,Not closed,Not closed
29649,[TF 2.0 API Docs] tf.io.FixedLenSequenceFeature</bdi,11-Jun-19,Emanuz,Not closed,Not closed
29648,[TF 2.0 API Docs]  tf.io.read_file</bdi,11-Jun-19,edison12a,Not closed,Not closed
29647,[TF 2.0 API Docs] tf.io.write_file</bdi,11-Jun-19,muwongeemmanuel,Not closed,Not closed
29646,[TF 2.0 API Docs] tf.io.FixedLenFeature</bdi,11-Jun-19,Emanuz,Not closed,Not closed
29581,Inconsistency in Input Pipeline code block for test_dataset</bdi,09-Jun-19,NathanDotTo,Not closed,Not closed
29566,The <code>Load CSV with tf.data</code> tutorial creates confusion about categorical data</bdi,08-Jun-19,00krishna,Not closed,Not closed
29511,[TF 2.0 API Docs] tf.io.decode_image</bdi,06-Jun-19,imransalam,Not closed,Not closed
29507,[TF 2.0 API Docs] tf.image.crop_and_resize</bdi,06-Jun-19,imransalam,Not closed,Not closed
29469,Tensorflow Lite model accuracy page not found</bdi,06-Jun-19,VieDica,Not closed,Not closed
29445,Feature Columns stock example fails on GPU</bdi,05-Jun-19,johnkabler,Not closed,Not closed
29441,[TF 2.0 API Docs]tf.data.experimental.shuffle_and_repeat</bdi,05-Jun-19,pronapro,Not closed,Not closed
29408,[TF 2.0 API Docs] tf.keras.backend.maximum</bdi,04-Jun-19,KengoWada,Not closed,Not closed
29407,[TF 2.0 API Docs] tf.data.experimental.scan</bdi,04-Jun-19,pronapro,Not closed,Not closed
29406,[TF 2.0 API Docs] tf.data.experimental.make_saveable_from_iterator</bdi,04-Jun-19,Rwothoromo,Not closed,Not closed
29402,[TF 2.0 API Docs] tf.io.decode_base64</bdi,04-Jun-19,Emanuz,Not closed,Not closed
29401,[TF 2.0 API Docs] tf.io.decode_json_example</bdi,04-Jun-19,edison12a,Not closed,Not closed
29400,https://www.tensorflow.org/versions/api_docs/python/tf link does not exist</bdi,04-Jun-19,anestisdotpy,Not closed,Not closed
29386,[TF 2.0 API Docs] tf.image.convert_image_dtype</bdi,04-Jun-19,imransalam,Not closed,Not closed
29384,Missing documentation for executing TF 1.0 frozen and saved models</bdi,04-Jun-19,msektrier,Not closed,Not closed
29358,[Doc] Broken reference link in basic text classification tutorial</bdi,03-Jun-19,ivenk,Not closed,Not closed
29339,[TF 2.0 API Docs] tf.data.Dataset.map() example has web render issues.</bdi,02-Jun-19,netskink,Not closed,Not closed
29338,[TF 2.0 API Docs] tf.data.Dataset and tf.data.experimental.CsvDataset list_files</bdi,02-Jun-19,netskink,Not closed,Not closed
29337,[TF 2.0 API Docs] tf.data.Dataset</bdi,02-Jun-19,netskink,Not closed,Not closed
29334,[TF 2.0 API Docs] tf.image.central_crop</bdi,02-Jun-19,imransalam,Not closed,Not closed
29332,[TF 2.0 API Docs] tf.image.adjust_saturation</bdi,02-Jun-19,imransalam,Not closed,Not closed
29330,[TF 2.0 API Docs] tf.image.adjust_jpeg_quality</bdi,02-Jun-19,imransalam,Not closed,Not closed
29327,[TF 2.0 API Docs] tf.image.adjust_hue</bdi,02-Jun-19,imransalam,Not closed,Not closed
29325,[TF 2.0 API Docs] tf.image.adjust_gamma</bdi,02-Jun-19,imransalam,Not closed,Not closed
29324,[TF 2.0 API Docs] tf.data </bdi,02-Jun-19,netskink,Not closed,Not closed
29321,[TF 2.0 API Docs] tf.image.adjust_contrast</bdi,02-Jun-19,imransalam,Not closed,Not closed
29319,[TF 2.0 API Docs] tf.image.adjust_brightness</bdi,02-Jun-19,imransalam,Not closed,Not closed
29317,[TF 2.0 API Docs] tf.identity_n</bdi,02-Jun-19,imransalam,Not closed,Not closed
29315,[TF 2.0 API Docs] tf.identity</bdi,02-Jun-19,imransalam,Not closed,Not closed
29312,android build</bdi,02-Jun-19,lihongcang,Not closed,Not closed
29309,[TF 2.0 API Docs] tf.RegisterGradient</bdi,02-Jun-19,Myeongjoon,Not closed,Not closed
29307,[TF 2.0 API Docs] tf.estimator.VocabInfo</bdi,02-Jun-19,eashtianjr,Not closed,Not closed
29297,[TF 2.0 API Docs] tf.keras.layers.maximum</bdi,01-Jun-19,sam3ay,Not closed,Not closed
29296,[TF 2.0 API Docs] tf.data.experimental.Reducer</bdi,01-Jun-19,skalagarla,Not closed,Not closed
29294,Issue With Usage Example in tf.estimator.BaselineEstimator</bdi,01-Jun-19,MariaNazari,Not closed,Not closed
29293,Issue With Usage Example in tf.estimator.DNNEstimator</bdi,01-Jun-19,MariaNazari,Not closed,Not closed
29292,[TF 2.0 API Docs] tf.data.experimental.OptionalStructure</bdi,01-Jun-19,skalagarla,Not closed,Not closed
29290,Link not working</bdi,01-Jun-19,ak-org,Not closed,Not closed
29289,[TF 2.0 API Docs] tf.data.experimental.Optional</bdi,01-Jun-19,skalagarla,Not closed,Not closed
29288,Issue With Usage Example in tf.estimator.BaselineEstimator</bdi,01-Jun-19,MariaNazari,Not closed,Not closed
29285,[TF 2.0 API Docs] tf.divide</bdi,01-Jun-19,skalagarla,Not closed,Not closed
29283,[TF 2.0 API Docs] tf.nn.convolution</bdi,01-Jun-19,MagsMagnoli,Not closed,Not closed
29281,[TF 2.0 API Docs] tf.control_dependencies</bdi,01-Jun-19,ghchinoy,Not closed,Not closed
29280,tf.data.Options</bdi,01-Jun-19,hendercine,Not closed,Not closed
29279,[TF 2.0 API Docs] tf.histogram_fixed_width_bins</bdi,01-Jun-19,imransalam,Not closed,Not closed
29277,[TF 2.0 API Docs] tf.nn.dropout</bdi,01-Jun-19,MagsMagnoli,Not closed,Not closed
29276,[TF 2.0 API Docs] tf.histogram_fixed_width</bdi,01-Jun-19,imransalam,Not closed,Not closed
29275,[TF_2.0_API_docs] tf.custom_gradient</bdi,01-Jun-19,hendercine,Not closed,Not closed
29274,[TF 2.0 API Docs] tf.VariableSynchronization</bdi,01-Jun-19,skalagarla,Not closed,Not closed
29273,[TF 2.0 API Docs] tf.keras.metrics</bdi,01-Jun-19,HenrySiau,Not closed,Not closed
29271,[TF 2.0 API Docs] tf.hessians</bdi,01-Jun-19,imransalam,Not closed,Not closed
29270,tf.autograph.experimental.Feature</bdi,01-Jun-19,hendercine,Not closed,Not closed
29269,[TF 2.0 API Docs] tf.nn.l2_loss</bdi,01-Jun-19,MagsMagnoli,Not closed,Not closed
29267,[TF 2.0 API Docs] tf.guarantee_const</bdi,01-Jun-19,imransalam,Not closed,Not closed
29264,[TF 2.0 API Docs] tf.clip_by_norm</bdi,01-Jun-19,noahhkim,Not closed,Not closed
29262,[TF 2.0 API Docs] tf.group</bdi,01-Jun-19,imransalam,Not closed,Not closed
29261,[TF 2.0 API Docs] tf.VariableAggregation</bdi,01-Jun-19,noahhkim,Not closed,Not closed
29260,[TF 2.0 API Docs] tf.greater_equal</bdi,01-Jun-19,imransalam,Not closed,Not closed
29257,[TF 2.0 API Docs] tf.greater</bdi,01-Jun-19,imransalam,Not closed,Not closed
29256,change 'py_func' to 'py_function' in https://www.tensorflow.org/beta/guide/data#applying_arbitrary_python_logic</bdi,01-Jun-19,NickleDave,Not closed,Not closed
29254,[TF 2.0 API Docs] tf.autograph.to_code</bdi,01-Jun-19,ghchinoy,Not closed,Not closed
29250,[TF 2.0 API Docs] tf.autograph.set_verbosity</bdi,01-Jun-19,ghchinoy,Not closed,Not closed
29247,[TF 2.0 API Docs] tf.keras.layers.LSTM</bdi,01-Jun-19,YongJieYongJie,Not closed,Not closed
29245,[TF 2.0 API Docs] tf.image.transpose</bdi,01-Jun-19,Aqsa-K,Not closed,Not closed
29244,[TF 2.0 API Docs] tf.io.extract_jpeg_shape</bdi,01-Jun-19,Aqsa-K,Not closed,Not closed
29243,[TF 2.0 API Docs] tf.image.rot90</bdi,01-Jun-19,Aqsa-K,Not closed,Not closed
29242,[TF 2.0 API Docs] tf.math.maximum / tf.maximum</bdi,01-Jun-19,whatevergeek,Not closed,Not closed
29241,[TF 1.14 API Docs] tf.train.experimental.enable_mixed_precision_graph_rewrite</bdi,01-Jun-19,tlkh,Not closed,Not closed
29237,[TF 2.0 API Docs] tf.complex</bdi,01-Jun-19,merturl,Not closed,Not closed
29230,Wrong color documented in explanation TensorFlow Lite Android</bdi,31-May-19,darrencapner,Not closed,Not closed
29212,[TF 2.0 API Docs] tf.queue.FIFOQueue</bdi,31-May-19,HardPlant,Not closed,Not closed
29210,[TF 2.0 API Docs] tf.dtypes.cast</bdi,31-May-19,kooock,Not closed,Not closed
29209,[TF 2.0 API Docs] tf.keras.layers.Conv2D</bdi,31-May-19,curieuxjy,Not closed,Not closed
29160,"[TF 2.0 API Docs] Some Defied in"" links are broken</bdi""",30-May-19,vvsotnikov,Not closed,Not closed
29092,There have no tensorflow/contrib/tpu/ops module in b211c7a commit</bdi,28-May-19,trialzuki,Not closed,Not closed
29088,TF 2.0 Beta: custom metric example from documentation is wrong</bdi,28-May-19,thisismygitrepo,Not closed,Not closed
29064,"What does GradientTape.gradient(target, ...) when target is a list of tensors and not a single tensor ?</bdi",27-May-19,durandg12,Not closed,Not closed
29056,TFLite GPU delegate model inconsistencies: Mobilenet v1 1.0</bdi,27-May-19,hoonkai,Not closed,Not closed
28944,Link for migrating from deprecated DNNLinearCombinedRegressor is broken</bdi,22-May-19,teddyward,Not closed,Not closed
28939,TypeError in RNNs tutorial</bdi,22-May-19,ckeshava,Not closed,Not closed
28843,TF2.0 DocSprint Prep - Error with Dataset Example</bdi,19-May-19,netskink,Not closed,Not closed
28823,"[TF 2.0 alpha] Tutorial Using TFRecords and tf.Example"" can't run on tensorflow2.0 α0 gpu</bdi""",18-May-19,Windaway,Not closed,Not closed
28762,[tensorflow/docs]Translate variables.md from English to Chinese.</bdi,16-May-19,Mr-Nineteen,Not closed,Not closed
28706,Keep version fixed when searching API docs</bdi,14-May-19,ianhellstrom,Not closed,Not closed
28701,Possible wrong comments in minimax_discriminator_loss</bdi,14-May-19,bainjamain,Not closed,Not closed
28691,Error installing tf-nightly-2.0-preview with pip</bdi,14-May-19,wxdao,Not closed,Not closed
28680,"[TF 2.0 API Docs] tf  - typo, extra symbols in pip install doc copy code</bdi",13-May-19,ghchinoy,Not closed,Not closed
28596,Keras code in colab from tensorflow.org is not showing tensorflow version details</bdi,10-May-19,muddham,Not closed,Not closed
28519,Bug in Keras Guide</bdi,08-May-19,pouannes,Not closed,Not closed
28445,Load Images</bdi,06-May-19,iqbalhabibie,Not closed,Not closed
28403,dataset in tf2.0 lack of key properties and methods which already in tf1.13</bdi,05-May-19,gandalflee,Not closed,Not closed
28331,Broken link in Doc [ api_docs/python/tf/test ]</bdi,02-May-19,ramithuh,Not closed,Not closed
28314,[TF 2.0 API Docs] tf.image.extract_image_patches</bdi,01-May-19,hendercine,Not closed,Not closed
28271,make test_micro_speech looping </bdi,29-Apr-19,RobotEdh,Not closed,Not closed
28266,AttributeError: module 'tensorboard.summary._tf.summary' has no attribute 'summary_scope'</bdi,29-Apr-19,Ormagardskvaedi,Not closed,Not closed
28248,[TF 2.0] Using tf.py_function which has tf.string type input in dataset.map() generates dtype warning.</bdi,29-Apr-19,KichangKim,Not closed,Not closed
28238,[TF 2.0 API Docs] tf.audio.encode_wav</bdi,28-Apr-19,missaugustina,Not closed,Not closed
28237,[TF 2.0 API Docs] tf.audio.decode_wav</bdi,28-Apr-19,missaugustina,Not closed,Not closed
28236,[TF 2.0 API Docs] tf.audio</bdi,28-Apr-19,missaugustina,Not closed,Not closed
28232,Warning recommends using unexisting tf.keras.layers.CuDNNLSTM layer</bdi,28-Apr-19,Jsevillamol,Not closed,Not closed
28169,Link to Images guide broken</bdi,26-Apr-19,SoloSynth1,Not closed,Not closed
28076,deprecation warning in confusion_matrix.py </bdi,23-Apr-19,mayankmetha,Not closed,Not closed
28054,misalignment in BahdanauAttention documentation</bdi,22-Apr-19,vishalsubbiah,Not closed,Not closed
28028,[TF2.0] Custom training loop for keras example should provide information about tf.keras.backend.set_learning_phase()</bdi,22-Apr-19,KichangKim,Not closed,Not closed
27954,Tensorflow 2.0 has missing features related to checkpointing Dataset</bdi,18-Apr-19,KichangKim,Not closed,Not closed
27929,tf-2.0: AttributeError: module 'tensorflow' has no attribute 'optimizers'</bdi,17-Apr-19,LGTrader,Not closed,Not closed
27831,"Add built-in helper functions for _bytes_feature, _float_feature and _int64_feature from Using TFRecords and tf.Example"" page</bdi""",14-Apr-19,terryspitz,Not closed,Not closed
27709,Link to the definiton tf.image broken</bdi,10-Apr-19,surgan12,Not closed,Not closed
27657,[TF 2.0 API Docs] tf.keras.activations.selu</bdi,08-Apr-19,8bitmp3,Not closed,Not closed
27652,[TF 2.0 API Docs] tf.keras.activations.elu</bdi,08-Apr-19,8bitmp3,Not closed,Not closed
27633,[doc/keras] incorrect comment in <code>__init__</code> of <code>tf.keras.layers.AveragePooling1D</code></bdi,08-Apr-19,csukuangfj,Not closed,Not closed
27632,[doc/keras] incorrect comment in the example for <code>tf.keras.layers.Add</code></bdi,08-Apr-19,csukuangfj,Not closed,Not closed
27631,[doc/keras] <code>predict</code> of <code>tf.keras.models.Sequential</code> is rendered incorrectly</bdi,08-Apr-19,csukuangfj,Not closed,Not closed
27627,[doc/keras] <code>__init__</code> of <code>tf.keras.losses.BinaryCrossentropy</code> is not rendered correctly</bdi,08-Apr-19,csukuangfj,Not closed,Not closed
27583,"Doc keras/Model for predict"" function the list of argument is not display properly (fullblock instead of list)</bdi""",06-Apr-19,tarrade,Not closed,Not closed
27499,"optimizer_v2.apply_gradients() - surprising behavior, not explicitly documented</bdi",04-Apr-19,ikamensh,Not closed,Not closed
27478,tf.print the example doesn't work with TF 2.0</bdi,03-Apr-19,hksonngan,Not closed,Not closed
27465,[DOC 1.x] save_keras_model requires eager mode</bdi,03-Apr-19,slapersonne,Not closed,Not closed
27463,[TF 2.0 API Docs] tf.keras.Sequential</bdi,03-Apr-19,8bitmp3,Not closed,Not closed
27461,[TF 2.0 API Docs] tf.keras.Model</bdi,03-Apr-19,8bitmp3,Not closed,Not closed
27435,AttributeError: module 'tensorflow' has no attribute 'enable_eager_execution' in Verify installation</bdi,02-Apr-19,timoveldt,Not closed,Not closed
27390,Reading a tensor from file in python which was saved using C++</bdi,01-Apr-19,dibya-pati,Not closed,Not closed
27355,Dataset c++ extend documentation is outdated for tf 2.0 &amp; DatasetV2</bdi,01-Apr-19,vrince,Not closed,Not closed
27351,Broken link https://www.tensorflow.org/api_docs/python/tf/keras/preprocessing</bdi,31-Mar-19,miguelusque,Not closed,Not closed
27304,FileNotFoundError while running %tensorboard</bdi,29-Mar-19,tritemio,Not closed,Not closed
27269,[doc] broken link in tf.logging</bdi,29-Mar-19,csukuangfj,Not closed,Not closed
27247,Feedback limitation in a documentation web page </bdi,28-Mar-19,simsim314,Not closed,Not closed
27186,Wrong function referenced in doc</bdi,27-Mar-19,virgilttr,Not closed,Not closed
27181,"[TF 2.0 alpha] Tutorial Using TFRecords and tf.Example"" can't run on GPU</bdi""",27-Mar-19,Khoa-NT,Not closed,Not closed
27166,[TF 2.0 API Docs] tf.bitcast and tf.bitwise.*</bdi,26-Mar-19,hksonngan,Not closed,Not closed
27054,tensorflow 2.0 transfer_learning tutorial: tensorflow_datasets error on local jupyter notebook Anaconda Win10</bdi,23-Mar-19,Khoa-NT,Not closed,Not closed
27030,'tensorflow/core/framework/numeric_types.h' file not found</bdi,22-Mar-19,laiqb,Not closed,Not closed
27029,Make documentation link to C++ code</bdi,22-Mar-19,ageron,Not closed,Not closed
27005,[TF 2.0] Documentation still mentions _ref types</bdi,21-Mar-19,sklan,Not closed,Not closed
26984,"[TF 2.0 API Docs] tf.math modules, new endpoints, gen_math_ops.py</bdi",21-Mar-19,8bitmp3,Not closed,Not closed
26976,[TF 2.0 API Docs] tf.transpose</bdi,21-Mar-19,8bitmp3,Not closed,Not closed
26789,[TF2.0] Optimizer for Linear models</bdi,16-Mar-19,siinn,Not closed,Not closed
26783,tf.Tensor documentation in TF2</bdi,16-Mar-19,galeone,Not closed,Not closed
26781,Confusing documentation for  to tf.Graph in Tensorflow 2</bdi,16-Mar-19,canyon289,Not closed,Not closed
26735,[2.0] tf.numpy_function logs deprecation warning</bdi,15-Mar-19,guillaumekln,Not closed,Not closed
26662,"tf.logging does not exist in tf 2.0, yet is used in example</bdi",13-Mar-19,serv-inc,Not closed,Not closed
26651,resize_image_with_pad is not available as described in documentation</bdi,13-Mar-19,meyerjo,Not closed,Not closed
26645,Testing guide page not exist (404)</bdi,13-Mar-19,Jasonnor,Not closed,Not closed
26611,pix2pix_eager.ipynb error: NotImplementedError: exceptions are not yet supported</bdi,12-Mar-19,Khoa-NT,Not closed,Not closed
26579,[1.13] Incomplete information in the warning message on using tf.contrib.predictor</bdi,11-Mar-19,suyash,Not closed,Not closed
26577,"Accuracy Metric automatically selected, fails in certain cases</bdi",11-Mar-19,diego898,Not closed,Not closed
26546,ModuleNotFoundError: No module named 'tensorflow.compat.v2'</bdi,10-Mar-19,cpoptic,Not closed,Not closed
26539,[TF 2.0 API Docs] tf.zeros_like</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26538,[TF 2.0 API Docs] tf.zeros_initializer</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26537,[TF 2.0 API Docs] tf.zeros</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26535,[TF 2.0 API Docs] tf.unique</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26534,[TF 2.0 API Docs] tf.unstack</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26533,[TF 2.0 API Docs] tf.argsort</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26532,[TF 2.0 API Docs] tf.math.argmin</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26530,[TF 2.0 API Docs] tf.math.argmax</bdi,10-Mar-19,mandroid6,Not closed,Not closed
26492,[TF 2.0 API Docs] tf.math.atan and tf.math.asin</bdi,08-Mar-19,Sudeepam97,Not closed,Not closed
26464,segment erro:tensorflow/tensorflow/examples/label_image/main.cc</bdi,08-Mar-19,allendred,Not closed,Not closed
26417,Missing warning or documentation for upcast in sparse_softmax_cross_entropy_with_logits?</bdi,07-Mar-19,anshulsamar,Not closed,Not closed
26372,[TF 2.0 API Docs] tf.keras.activations.softmax</bdi,05-Mar-19,BlackHoundNate,Not closed,Not closed
26360,extend_with_weight_decay function doesn't exist? </bdi,05-Mar-19,miktoki,Not closed,Not closed
26333,GPU Support build instructions suggest old Docker image</bdi,04-Mar-19,LGTrader,Not closed,Not closed
26306,tf.python no longer available in 1.13.1?</bdi,04-Mar-19,greaber,Not closed,Not closed
26284,Rename tf.nn.batch_normalization</bdi,02-Mar-19,Smokrow,Not closed,Not closed
26278,tf.image.crop_and_resize() - weird alignment behavior?</bdi,02-Mar-19,ppwwyyxx,Not closed,Not closed
26270,[TF 2.0 API Docs] tf.custom_gradient</bdi,01-Mar-19,tsbertalan,Not closed,Not closed
26211,[TF 2.0 API Docs] tf.keras.activations.relu </bdi,28-Feb-19,BlackHoundNate,Not closed,Not closed
26197,[TF 2.0 API Docs] tf.keras</bdi,28-Feb-19,margaretmz,Not closed,Not closed
26146,Tensorflow 1.13 - can't deprecate tf.layers.batch_normalization.  No existing replacement</bdi,26-Feb-19,jtressle,Not closed,Not closed
26145,Tensorflow 1.13 - can't deprecate tf.layers.conv2d - no existing replacement</bdi,26-Feb-19,jtressle,Not closed,Not closed
26047,Switching between TF 1.x and TF 2.0 in the API browser loses the context</bdi,24-Feb-19,ageron,Not closed,Not closed
26012,[TF 2.0] tf.keras.losses duplication?</bdi,22-Feb-19,danaugrs,Not closed,Not closed
25988,[TF 2.0 API Docs] tf.keras.applications.MobileNetV2</bdi,21-Feb-19,JTunis,Not closed,Not closed
25973,[TF 2.0 API Docs] tf.keras.losses.poisson</bdi,21-Feb-19,dunxen,Not closed,Not closed
25959,[TF 2.0 API Docs] tf.image.non_max_suppression</bdi,21-Feb-19,RajeshThallam,Not closed,Not closed
25846,[TF 2.0 API Docs] tf.math.add</bdi,18-Feb-19,josephhaaga,Not closed,Not closed
25844,[TF 2.0 API Docs] tf.lite.TFLiteConverter</bdi,18-Feb-19,margaretmz,Not closed,Not closed
25828,[TF 2.0 API Docs] tf.keras.activations.serialize</bdi,18-Feb-19,rohanmeh,Not closed,Not closed
25827,[TF 2.0 API Docs] tf.keras.activations.tanh</bdi,18-Feb-19,rohanmeh,Not closed,Not closed
25826,[TF 2.0 API Docs] tf.compat.path_to_str</bdi,18-Feb-19,rohanmeh,Not closed,Not closed
25820,[TF 2.0 API Docs] tf.math.add_n</bdi,17-Feb-19,osanseviero,Not closed,Not closed
25802,[TF 2.0 API Docs] tf.math.acos</bdi,17-Feb-19,dynamicwebpaige,Not closed,Not closed
25794,[TF 2.0 API Docs] tf.AggregationMethod</bdi,16-Feb-19,dynamicwebpaige,Not closed,Not closed
25691,Missing mathematical definitions of tf.norm</bdi,12-Feb-19,ziofil,Not closed,Not closed
25636,1.13.0rc1 requires numpy &gt;=1.16.0 instead of &gt;=1.13.3 stated in setup.py in r1.13 branch???</bdi,09-Feb-19,henrysky,Not closed,Not closed
25611,Docker images with tags <code>1.13.0rc0</code> and <code>1.13.0rc0-py3</code> contains wrong version of TensorFlow</bdi,08-Feb-19,dmitrievanthony,Not closed,Not closed
25587,Could you please include small examples with the functions embedded in real code with the documentation?</bdi,07-Feb-19,shyamalschandra,Not closed,Not closed
25564,tf.keras.initializers.glorot_normal is not consistent with its documentation</bdi,07-Feb-19,SungchulLee,Not closed,Not closed
25393,"reuse"" argument in tf.layers.Dense documentation should be renamed to ""_reuse""</bdi""",31-Jan-19,HanGuo97,Not closed,Not closed
25387,TF 2.0 Documents how BatchNormalization update is handle in TF 2.0</bdi,31-Jan-19,jrabary,Not closed,Not closed
25320,tf.data.Dataset error in documentation</bdi,30-Jan-19,mquillot,Not closed,Not closed
25306,[Docs] Do not link to symbols within code blocks</bdi,30-Jan-19,RicCu,Not closed,Not closed
25100,xavier_initializer documentations claims use of normal distribution but truncated normal is actually being used</bdi,22-Jan-19,nowozin,Not closed,Not closed
24998,TPUEstimatorSpec supports hooks or not?</bdi,17-Jan-19,patzm,Not closed,Not closed
24987,Running in google colab and got the errror:  'tensorflow.python.framework.ops.EagerTensor' has no len()</bdi,17-Jan-19,Gabriel-Azevedo-Ferreira,Not closed,Not closed
24818,eigvalsh documentation error</bdi,10-Jan-19,proteneer,Not closed,Not closed
24795,Recurrent batch normalization : While_loop and control_depenecies bug</bdi,09-Jan-19,AzizCode92,Not closed,Not closed
24726,PolymorphicFunction.get_concrete_function() creates a different concrete function for each python scalar value</bdi,06-Jan-19,ageron,Not closed,Not closed
24690,tf.keras.backend.batch_normalization documentation equation does not match implementation</bdi,03-Jan-19,chrisdahlberg,Not closed,Not closed
24653,tf.log() is missing although it is still used in many code examples</bdi,01-Jan-19,ageron,Not closed,Not closed
24426,where  'tf.image.resize_bilinear' is defined ?</bdi,18-Dec-18,hufangjian,Not closed,Not closed
24203,Markdown formatting issue in tf.keras.layers.Layer docs</bdi,06-Dec-18,colinmorris,Not closed,Not closed
23923,Inconsistant naming in Estimator documentation</bdi,22-Nov-18,jltchiu,Not closed,Not closed
23891,Can we have working example with assets in the documentation for the simple_save?</bdi,20-Nov-18,jltchiu,Not closed,Not closed
23876,How to use tf.contrib.periodic_resample</bdi,20-Nov-18,MatthiasKohl,Not closed,Not closed
23798,Docs Needed</bdi,16-Nov-18,SumNeuron,Not closed,Not closed
23667,Incorrect cuda9.0 package installation required. Should be cuda-9-0</bdi,12-Nov-18,palisadoes,Not closed,Not closed
23664,Documents for MirroredStrategy</bdi,11-Nov-18,sfujiwara,Not closed,Not closed
23443,Python client link is broken</bdi,01-Nov-18,litlig,Not closed,Not closed
23307,Missing Documentation: Multiple links return 404 in Python API Guide</bdi,27-Oct-18,alexaorrico,Not closed,Not closed
23261,Newer TF post-install python test does not expose CUDA/cuDNN driver problems</bdi,25-Oct-18,pawarrick,Not closed,Not closed
23212,Ambiguity with tf.nn.embedding_lookup_sparse</bdi,24-Oct-18,brochier,Not closed,Not closed
23083,Documentation for learning_rate_power in the FTRL optimizer</bdi,18-Oct-18,zachmayer,Not closed,Not closed
23017,tf.estimator.train's incompatibility with distributed training on Cloud ML Engine is not well-documented</bdi,16-Oct-18,logicchains,Not closed,Not closed
22763,AdamWOptimizer and learning rate decay</bdi,05-Oct-18,benleetownsend,Not closed,Not closed
22673,Toco outdated in docker build</bdi,02-Oct-18,redbeard-the-coder,Not closed,Not closed
22595,is it tensorflow example bug ?</bdi,28-Sep-18,Q82822,Not closed,Not closed
22554,Adding custom op instructions lacking the GPU building instructions</bdi,27-Sep-18,panfengli,Not closed,Not closed
22438,InvalidArgumentError when SparseTensorValue is not ordered by row then col</bdi,21-Sep-18,jilljenn,Not closed,Not closed
22250,"Documentation: Creating Custom Estimators"" says that it uses same train_input_fn as ""pre-made Estimator implementation""",13-Sep-18,Efaq,Not closed,Not closed
22249,Inconsistency in supported integer types on GPU</bdi,13-Sep-18,maharjun,Not closed,Not closed
21907,Update Docker description to state CPU requirements</bdi,27-Aug-18,dpotter-intoto,Not closed,Not closed
21820,Dataset.padded_batch doc improvement request</bdi,23-Aug-18,harahu,Not closed,Not closed
21796,"int() argument must be a string, a bytes-like object or a number at InceptionResNetV2</bdi",22-Aug-18,Q82822,Not closed,Not closed
21333,the grappler module is not accessible?</bdi,02-Aug-18,chrisbyd,Not closed,Not closed
21070,Documentation request: tf.contrib.data.AUTOTUNE</bdi,23-Jul-18,sibyjackgrove,Not closed,Not closed
20788,Issue with <code>natural_exp_decay</code> documentation</bdi,13-Jul-18,fredtcaroli,Not closed,Not closed
20506,Pop from empty context_switches when take outputs of one estimator.predict as inputs of another</bdi,03-Jul-18,miacro,Not closed,Not closed
20425,"Documentation Suggestion: mention and clarification of <code>tf.contrib.data.prefetch_to_device()</code> in Input Pipeline Performance Guide""</bdi""",29-Jun-18,mtpadilla,Not closed,Not closed
