QuestionId,Title,Body,DocRelated
35689547,How to process single training file in parallel,"<p>I have a file <code>train.csv</code> that contains paths to images and their labels. ie:</p>

<pre><code>img1.jpg 3
img2.jpg 1
...
</code></pre>

<p>After going through the <a href=""https://www.tensorflow.org/versions/r0.7/how_tos/reading_data/index.html"" rel=""nofollow"">reading data tutorial</a> I came up with some code to go through each image, resize it and apply distortions:</p>

<pre><code>def apply_distortions(resized_image):
    # do a bunch of tf.image distortion...
    return float_image

def processing(filename):
    file_contents = tf.read_file(filename)
    image = tf.image.decode_jpeg(file_contents, channels=3)
    resized_image = tf.image.resize_images(image, 299, 299)
    distorted_image = apply_distortions(resized_image)
    return distorted_image

def parse_csv(filename_queue):
    line_reader = tf.TextLineReader()
    key, line = line_reader.read(filename_queue)
    filename, label = tf.decode_csv(line,     # line_batch or line (depending if you want to batch)
                               record_defaults=[tf.constant([],dtype=tf.string),
                                                tf.constant([],dtype=tf.int32)],
                               field_delim=' ')
    processed_image = processing(filename)
    return processed_image, label
</code></pre>

<p>The problem now is that I'm confused how to do these operations across the file in parallel. The documentation suggests either using <code>tf.train.batch_join</code> or <code>tf.train.batch</code> with num_threads=N.</p>

<p>I first tried following the example code using <code>tf.train.batch_join</code> but this seems to be intended for processing multiple files in parallel. In my case however I just have 1 file. </p>

<pre><code>filename_queue = tf.train.string_input_producer([""train.txt""], num_epochs=1, shuffle=True)    
example_list = [parse_csv(filename_queue) for _ in range(8)]
example_batch, label_batch = tf.train.batch_join(example_list, batch_size)
</code></pre>

<p>I also tried setting <code>tf.train.batch([example, label], batch_size, num_threads=8)</code> but its not clear to me if this is doing the right thing (although I can see more cpu cores in use)</p>

<pre><code>filename_queue = tf.train.string_input_producer([""train.txt""], num_epochs=1, shuffle=True)
example, label = parse_csv(filename_queue)
example_batch, label_batch = tf.train.batch([example, label], batch_size, num_threads=8)
</code></pre>

<p>Here is my code for executing the graph:</p>

<pre><code>sess.run(tf.initialize_all_variables())
coord = tf.train.Coordinator()
threads = tf.train.start_queue_runners(sess,coord)
try:
    while not coord.should_stop():
        X, Y = sess.run([example_batch, label_batch])
        # Now run a training step
except tf.errors.OutOfRangeError:
    print('Done training -- epoch limit reached')
finally:
    # When done, ask the threads to stop.
    coord.request_stop()
coord.join(threads)
sess.close()
</code></pre>

<p>Whats the best way to process this file in parallel?</p>
",1
36072672,How to import word2vec into TensorFlow Seq2Seq model?,"<p>I am playing with Tensorflow sequence to sequence translation model. I was wondering if I could import my own word2vec into this model? Rather than using its original 'dense representation' mentioned in the tutorial. </p>

<p>From my point of view, it looks TensorFlow is using One-Hot representation for seq2seq model. Firstly,for function <code>tf.nn.seq2seq.embedding_attention_seq2seq</code> the encoder's input is a tokenized symbol, e.g. 'a' would be '4' and 'dog' would be '15715' etc. and  requires num_encoder_symbols. So I think it makes me provide the position of the word and the total number of words, then the function could represent the word in One-Hot representation. I am still learning the source code, but it hard to understand.</p>

<p>Could anyone give me an idea on above problem?</p>
",0
36152571,Tensorflow reshape tensor gives None dimension,"<p>I have used the model described <a href=""https://www.tensorflow.org/versions/r0.7/tutorials/recurrent/index.html"" rel=""nofollow"">here</a> on the 0.6.0 branch. The code can be found <a href=""https://github.com/tensorflow/tensorflow/blob/0.6.0/tensorflow/models/rnn/ptb/ptb_word_lm.py"" rel=""nofollow"">here</a>. I have done some minor changes to the linked code.</p>

<p>In my code I create two models, one for training and one for validation, very similar as it is done in the Tensorflow Tutorial.</p>

<pre><code>with tf.variable_scope(""model"", reuse=None, initializer=initializer):
    m = PTBModel_User(is_training=True, config=config, name='Training model')
with tf.variable_scope(""model"", reuse=True, initializer=initializer):
    mtest = PTBModel_User(is_training=False, config=config_valid, name='Validation model')
</code></pre>

<p>The first model, the one for training, seems to be created just fine, but the second, used for validation, does not. The output gets a None dimension! The row I'm refering to is on row 134 in the <a href=""https://github.com/tensorflow/tensorflow/blob/0.6.0/tensorflow/models/rnn/ptb/ptb_word_lm.py"" rel=""nofollow"">linked</a> code:</p>

<p><code>output = tf.reshape(tf.concat(1, outputs), [-1, size])</code></p>

<p>I've added these lines right after the reshape of the output:</p>

<pre><code>output_shape = output.get_shape()
print(""Model num_steps:"", num_steps)
print(""Model batch_size:"", batch_size)
print(""Output dims"", output_shape[0], output_shape[1])
</code></pre>

<p>and that gives me this:</p>

<pre><code>Model num_steps: 400
Model batch_size: 1
Output dims Dimension(None) Dimension(650)
</code></pre>

<p>This problem only happens with the 'validation model', not with the 'training model'. For the 'training model' I get expected output:</p>

<pre><code>Model num_steps: 400
Model batch_size: 2
Output dims Dimension(800) Dimension(650)
</code></pre>

<p>(Note that with the 'validation model' I use a <code>batch_size=1</code> instead of <code>batch_size=2</code> that I use for the training model)</p>

<p>From what I understand, using <code>-1</code> as input to the <code>reshape</code> function, will figure the output shape out automagically! But then why do I get None? Nothing in my config fed to the model has a None value.</p>

<p>Thank you for all the help and tips!</p>
",0
36223157,Set weight and bias tensors of tensorflow conv2d operation,"<p>I have been given a trained neural network in torch and I need to rebuild it exactly in tensorflow. I believe I have correctly defined the network's architecture in tensorflow but I am having trouble transferring the weight and bias tensors. Using a third party package, I converted all the weight and bias tensors from the torch network to numpy arrays then wrote them to disk. I can load them back into my python program but I cannot figure out a way to assign them to the corresponding layers in my tensorflow network. </p>

<p>For instance, I have a convolution layer defined in tensorflow as</p>

<pre><code>kernel_1 = tf.Variable(tf.truncated_normal([11,11,3,64], stddev=0.1))
conv_kernel_1 = tf.nn.conv2d(input, kernel_1, [1,4,4,1], padding='SAME')
biases_1 = tf.Variable(tf.zeros[64])
bias_layer_1 = tf.nn_add(conv_kernel_1, biases_1)
</code></pre>

<p>According to the tensorflow documentation, the tf.nn.conv2d operation uses the shape defined in the kernel_1 variable to construct the weight tensor. However, I cannot figure out how to access that weight tensor to set it to the weight array I have loaded from file. </p>

<p><strong>Is it possible to explicitly set the weight tensor? And if so, how?</strong> </p>

<p>(The same question applies to bias tensor.)</p>
",1
36460144,TensorFlow: Labeling summary images with filenames,"<p>I'm training a CNN to learn an unusual task where the labels for each image depend on the other images in the minibatch. Further, the data undergo a number of transformations and through a bunch of different threads and queues before the net can actually axes them. </p>

<p>I'd like to be able to validate that the label and image mapping is correct. However, it doesn't seem like it's possible to get TensorFlow to surface the filename for each image summary as part of <a href=""https://www.tensorflow.org/versions/r0.7/api_docs/python/train.html#image_summary"" rel=""nofollow""><code>tf.image_summary(...)</code></a>. Does anyone know if it's possible to do this? Because the labeling regime is so unusual, you cannot gather immediately from the image if the label itself is correct. I need to be able to get the filename to recover the label properly. I can provide the filenames along with the images themselves and their labels in the queue without any problem.</p>

<p>Edit: To clarify, I'm using TensorBoard to display the image summaries.</p>
",0
36631868,Tensorflow: Noise contrastive estimation language model,"<p>I want to change the loss function in the <a href=""https://tensorflow.googlesource.com/tensorflow/+/master/tensorflow/models/rnn/ptb/ptb_word_lm.py"" rel=""nofollow"">ptb_word_lm.py</a> example to <code>tf.nn.nce_loss</code>. Looking at the <code>tf.nn.nce_loss</code> implementation:</p>

<pre><code>def nce_loss(weights, biases, inputs, labels, num_sampled, num_classes,
         num_true=1,
         sampled_values=None,
         remove_accidental_hits=False,
         partition_strategy=""mod"",
         name=""nce_loss""):
</code></pre>

<p>I think </p>

<ul>
<li>the 3rd parameter (inputs) is the logits of language model,  </li>
<li>4th parameter (labels) is the next word (self._targets) of language
model, </li>
<li>num_classes is the vocab_size</li>
</ul>

<p>But I do not know what are the first two parameters, weights and biases. How could I adapt <code>tf.nn.nce_loss</code> to language model? Thanks.</p>

########UPDATES

<p>@Aaron:</p>

<p>Thanks, I have tried the following:</p>

<pre><code>loss = tf.reduce_mean(
        tf.nn.nce_loss(softmax_w, softmax_b, logits, tf.reshape(self._targets, [-1,1]),
                                     64, vocab_size))
</code></pre>

<p>According to the document at <a href=""https://www.tensorflow.org/versions/r0.8/api_docs/python/nn.html#nce_loss"" rel=""nofollow"">here</a>:</p>

<ul>
<li><p>weights: A Tensor of shape [num_classes, dim], or a list of Tensor
objects 
           whose concatenation along dimension 0 has shape [num_classes, dim]. The (possibly-partitioned) class embeddings.</p></li>
<li><p>biases: A Tensor of shape [num_classes]. The class biases.</p></li>
<li><p>inputs: A Tensor of shape [batch_size, dim]. The forward activations
of the input network.</p></li>
<li><p>labels: A Tensor of type int64 and shape [batch_size, num_true]. The
target classes.</p></li>
<li><p>num_sampled: An int. The number of classes to randomly sample per
batch.</p></li>
<li><p>num_classes: An int. The number of possible classes.</p></li>
</ul>

<p>So, </p>

<ul>
<li>weights is the softmax_w tensor, which has shape (hidden_size,
vocab_size)</li>
<li>biases is softmax_b, which has shape (vocab_size)</li>
<li>inputs is logits, which has shape (batch_size*num_steps, vocab_size)</li>
<li>labels is self._targets, which has shape (batch_size, num_steps),
thus, we need to reshape it, tf.reshape(self._targets, [-1,1])</li>
</ul>

<p>My PTBModel model looks like</p>

<pre><code>class PTBModel(object):
    def __init__(self, is_training, config):
        self.batch_size = batch_size = config.batch_size
        self.num_steps = num_steps = config.num_steps
        size = config.hidden_size
        vocab_size = config.vocab_size
        self._input_data = tf.placeholder(tf.int32, [batch_size, num_steps])
        self._targets = tf.placeholder(tf.int32, [batch_size, num_steps])

        lstm_cell = rnn_cell.BasicLSTMCell(size, forget_bias=0.0)
        if is_training and config.keep_prob &lt; 1:
            lstm_cell = rnn_cell.DropoutWrapper(lstm_cell, output_keep_prob=config.keep_prob)
        cell = rnn_cell.MultiRNNCell([lstm_cell] * config.num_layers)
        self._initial_state = cell.zero_state(batch_size, tf.float32)
        with tf.device(""/cpu:0""):
            embedding = tf.get_variable(""embedding"", [vocab_size, size])
            inputs = tf.nn.embedding_lookup(embedding, self._input_data)
        if is_training and config.keep_prob &lt; 1:
            inputs = tf.nn.dropout(inputs, config.keep_prob)

        outputs = []
        states = []
        state = self._initial_state
        with tf.variable_scope(""RNN""):
            for time_step in range(num_steps):
                if time_step &gt; 0: tf.get_variable_scope().reuse_variables()
                (cell_output, state) = cell(inputs[:, time_step, :], state)
                outputs.append(cell_output)
                states.append(state)
        output = tf.reshape(tf.concat(1, outputs), [-1, size])
        softmax_w = tf.get_variable(""softmax_w"", [size, vocab_size])
        softmax_b = tf.get_variable(""softmax_b"", [vocab_size])
        logits = tf.matmul(output, softmax_w) + softmax_b

        '''
        #minimize the average negative log probability using sequence_loss_by_example
        loss = seq2seq.sequence_loss_by_example([logits],
                                                [tf.reshape(self._targets, [-1])],
                                                [tf.ones([batch_size * num_steps])],
                                                vocab_size)

        loss = tf.reduce_mean(
            tf.nn.nce_loss(nce_weights, nce_biases, embed, train_labels,
                                         num_sampled, vocabulary_size))
        weights: A Tensor of shape [num_classes, dim], or a list of Tensor objects 
            whose concatenation along dimension 0 has shape [num_classes, dim]. The (possibly-partitioned) class embeddings.
        biases: A Tensor of shape [num_classes]. The class biases.
        inputs: A Tensor of shape [batch_size, dim]. The forward activations of the input network.
        labels: A Tensor of type int64 and shape [batch_size, num_true]. The target classes.
        num_sampled: An int. The number of classes to randomly sample per batch.
        num_classes: An int. The number of possible classes.

        '''
        loss = tf.reduce_mean(
            tf.nn.nce_loss(softmax_w, softmax_b, logits, tf.reshape(self._targets, [-1,1]),
                                         64, vocab_size))


        self._cost = cost = tf.reduce_sum(loss) / batch_size
        self._final_state = states[-1]
        if not is_training:
            return
        self._lr = tf.Variable(0.0, trainable=False)
        tvars = tf.trainable_variables()
        grads, _ = tf.clip_by_global_norm(tf.gradients(cost, tvars),
                                          config.max_grad_norm)
        optimizer = tf.train.GradientDescentOptimizer(self.lr)
        self._train_op = optimizer.apply_gradients(zip(grads, tvars))
</code></pre>

<p>However, I got an error</p>

<pre><code>Epoch: 1 Learning rate: 1.000
W tensorflow/core/common_runtime/executor.cc:1102] 0x528c980 Compute status: Invalid argument: Index 9971 at offset 0 in Tindices is out of range
     [[Node: model/nce_loss/embedding_lookup = Gather[Tindices=DT_INT64, Tparams=DT_FLOAT, validate_indices=true, _device=""/job:localhost/replica:0/task:0/cpu:0""](model/softmax_w/read, model/nce_loss/concat)]]
W tensorflow/core/common_runtime/executor.cc:1102] 0x528c980 Compute status: Invalid argument: Index 9971 at offset 0 in Tindices is out of range
     [[Node: model/nce_loss/embedding_lookup = Gather[Tindices=DT_INT64, Tparams=DT_FLOAT, validate_indices=true, _device=""/job:localhost/replica:0/task:0/cpu:0""](model/softmax_w/read, model/nce_loss/concat)]]
     [[Node: _send_model/RNN/concat_19_0 = _Send[T=DT_FLOAT, client_terminated=true, recv_device=""/job:localhost/replica:0/task:0/cpu:0"", send_device=""/job:localhost/replica:0/task:0/cpu:0"", send_device_incarnation=1438650956868917036, tensor_name=""model/RNN/concat_19:0"", _device=""/job:localhost/replica:0/task:0/cpu:0""](model/RNN/concat_19)]]
Traceback (most recent call last):
  File ""/home/user/works/workspace/python/ptb_word_lm/ptb_word_lm.py"", line 235, in &lt;module&gt;
    tf.app.run()
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/platform/default/_app.py"", line 30, in run
    sys.exit(main(sys.argv))
  File ""/home/user/works/workspace/python/ptb_word_lm/ptb_word_lm.py"", line 225, in main
    verbose=True)
  File ""/home/user/works/workspace/python/ptb_word_lm/ptb_word_lm.py"", line 189, in run_epoch
    m.initial_state: state})
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 315, in run
    return self._run(None, fetches, feed_dict)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 511, in _run
    feed_dict_string)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 564, in _do_run
    target_list)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 586, in _do_call
    e.code)
tensorflow.python.framework.errors.InvalidArgumentError: Index 9971 at offset 0 in Tindices is out of range
     [[Node: model/nce_loss/embedding_lookup = Gather[Tindices=DT_INT64, Tparams=DT_FLOAT, validate_indices=true, _device=""/job:localhost/replica:0/task:0/cpu:0""](model/softmax_w/read, model/nce_loss/concat)]]
Caused by op u'model/nce_loss/embedding_lookup', defined at:
  File ""/home/user/works/workspace/python/ptb_word_lm/ptb_word_lm.py"", line 235, in &lt;module&gt;
    tf.app.run()
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/platform/default/_app.py"", line 30, in run
    sys.exit(main(sys.argv))
  File ""/home/user/works/workspace/python/ptb_word_lm/ptb_word_lm.py"", line 214, in main
    m = PTBModel(is_training=True, config=config)
  File ""/home/user/works/workspace/python/ptb_word_lm/ptb_word_lm.py"", line 122, in __init__
    64, vocab_size))
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/nn.py"", line 798, in nce_loss
    name=name)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/nn.py"", line 660, in _compute_sampled_logits
    weights, all_ids, partition_strategy=partition_strategy)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/embedding_ops.py"", line 86, in embedding_lookup
    validate_indices=validate_indices)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/gen_array_ops.py"", line 447, in gather
    validate_indices=validate_indices, name=name)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/op_def_library.py"", line 655, in apply_op
    op_def=op_def)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/ops.py"", line 2040, in create_op
    original_op=self._default_original_op, op_def=op_def)
  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/ops.py"", line 1087, in __init__
    self._traceback = _extract_stack()
</code></pre>

<p>Did I miss anything here? Thanks again.</p>
",1
37071788,Tensorflow: How to modify the value in tensor,"<p>Since I need to write some preprocesses for the data before using Tensorflow to train models, some modifications on the <code>tensor</code> is needed. However, I have no idea about how to modify the values in <code>tensor</code> like the way using <code>numpy</code>. </p>

<p>The best way of doing so is that it is able to modify <code>tensor</code> directly. Yet, it seems not possible in the current version of Tensorflow. An alternative way is changing <code>tensor</code> to <code>ndarray</code> for the process, and then use <code>tf.convert_to_tensor</code> to change back. </p>

<p>The key is how to change <code>tensor</code> to <code>ndarray</code>.<br>
1) <code>tf.contrib.util.make_ndarray(tensor)</code>:
<a href=""https://www.tensorflow.org/versions/r0.8/api_docs/python/contrib.util.html#make_ndarray"" rel=""noreferrer"">https://www.tensorflow.org/versions/r0.8/api_docs/python/contrib.util.html#make_ndarray</a><br>
It seems the easiest way as per the document, yet I cannot find this function in the current version of the Tensorflow. Second, the input of it is <code>TensorProto</code> rather than <code>tensor</code>.<br>
2) Use <code>a.eval()</code> to copy <code>a</code> to another <code>ndarray</code><br>
Yet, it works only at using <code>tf.InteractiveSession()</code> in notebook. </p>

<p>A simple case with codes shows below. The purpose of this code is making that the <code>tfc</code> has the same output as <code>npc</code> after the process.   </p>

<p><strong>HINT</strong><br>
You should treat that <code>tfc</code> and <code>npc</code> are independent to each other. This meets the situation that at first the retrieved training data is in <code>tensor</code> format with <a href=""https://www.tensorflow.org/versions/r0.8/api_docs/python/io_ops.html#placeholder"" rel=""noreferrer""><code>tf.placeholder()</code></a>. </p>

<hr>

<p><strong>Source code</strong></p>

<pre><code>import numpy as np
import tensorflow as tf
tf.InteractiveSession()

tfc = tf.constant([[1.,2.],[3.,4.]])
npc = np.array([[1.,2.],[3.,4.]])
row = np.array([[.1,.2]])
print('tfc:\n', tfc.eval())
print('npc:\n', npc)
for i in range(2):
    for j in range(2):
        npc[i,j] += row[0,j]

print('modified tfc:\n', tfc.eval())
print('modified npc:\n', npc)
</code></pre>

<hr>

<p><strong>Output:</strong></p>

<p>tfc:<br>
 [[ 1.  2.]<br>
 [ 3.  4.]]<br>
npc:<br>
 [[ 1.  2.]<br>
 [ 3.  4.]]<br>
modified tfc:<br>
 [[ 1.  2.]<br>
 [ 3.  4.]]<br>
modified npc:<br>
 [[ 1.1  2.2]<br>
 [ 3.1  4.2]]  </p>
",0
37146272,How do I get TensorFlow's 'import_graph_def' to return Tensors,"<p>If I attempt to import a saved <a href=""https://www.tensorflow.org"" rel=""noreferrer"">TensorFlow</a> graph definition with</p>

<pre><code>import tensorflow as tf
from tensorflow.python.platform import gfile

with gfile.FastGFile(FLAGS.model_save_dir.format(log_id) + '/graph.pb', 'rb') as f:
    graph_def = tf.GraphDef()
    graph_def.ParseFromString(f.read())
x, y, y_ = tf.import_graph_def(graph_def, 
                               return_elements=['data/inputs',
                                                'output/network_activation',
                                                'data/correct_outputs'],
                               name='')
</code></pre>

<p>the returned values are not <code>Tensor</code>s as expected, but something else: instead, for example, of getting <code>x</code> as </p>

<pre><code>Tensor(""data/inputs:0"", shape=(?, 784), dtype=float32)
</code></pre>

<p>I get</p>

<pre><code>name: ""data/inputs_1""
op: ""Placeholder""
attr {
  key: ""dtype""
  value {
    type: DT_FLOAT
  }
}
attr {
  key: ""shape""
  value {
    shape {
    }
  }
}
</code></pre>

<p>That is, instead of getting the expected tensor <code>x</code> I get, <code>x.op</code>. This confuses me because the <a href=""https://www.tensorflow.org/versions/r0.8/api_docs/python/framework.html#import_graph_def"" rel=""noreferrer"">documentation</a> seems to say I should get a <code>Tensor</code> (though there are a bunch of <em>or</em>s there that make it hard to understand).</p>

<p>How do I get <code>tf.import_graph_def</code> to return specific <code>Tensor</code>s that I can then use (e.g. in feeding the loaded model, or running analyses)?</p>
",1
37376861,what does the tf.nn.lrn() method do?,"<p>Here is the code-snipped from the cifar10-tutorial. It's from the cifar10.py.</p>

<pre><code># conv1
with tf.variable_scope('conv1') as scope:
kernel = _variable_with_weight_decay('weights', shape=[5, 5, 3, 64],
                                     stddev=1e-4, wd=0.0)
conv = tf.nn.conv2d(images, kernel, [1, 1, 1, 1], padding='SAME')
biases = _variable_on_cpu('biases', [64], tf.constant_initializer(0.0))
bias = tf.nn.bias_add(conv, biases)
conv1 = tf.nn.relu(bias, name=scope.name)
_activation_summary(conv1)

# pool1
pool1 = tf.nn.max_pool(conv1, ksize=[1, 3, 3, 1], strides=[1, 2, 2, 1],
                     padding='SAME', name='pool1')
# norm1
norm1 = tf.nn.lrn(pool1, 4, bias=1.0, alpha=0.001 / 9.0, beta=0.75,
                name='norm1')
</code></pre>

<p>What does the tf.nn.lrn-Method do? I can't find a definition in the API Documentation on <a href=""https://www.tensorflow.org/versions/r0.8/api_docs/python/index.html"" rel=""noreferrer"">https://www.tensorflow.org/versions/r0.8/api_docs/python/index.html</a></p>
",1
37441140,How to use tf.while_loop() in tensorflow,"<p>This is a generic question. I found that in the tensorflow, after we build the graph, fetch data into the graph, the output from graph is a tensor. but in many cases, we need to do some computation based on this output (which is a <code>tensor</code>), which is not allowed in tensorflow. </p>

<p>for example, I'm trying to implement a RNN, which loops times based on data self property. That is, I need use a <code>tensor</code> to judge whether I should stop (I am not using dynamic_rnn since in my design, the rnn is highly customized). I find <code>tf.while_loop(cond,body.....)</code> might be a candidate for my implementation. But the official tutorial is too simple. I don't know how to add more functionalities into the 'body'. Can anyone give me few more complex example? </p>

<p>Also, in such case that if the future computation is based on the tensor output (ex: the RNN stop based on the output criterion), which is very common case. Is there an elegant way or better way instead of dynamic graph?</p>
",0
37518834,Load two copies of a model in TensorFlow,"<p>I have trained an LSTM model in TensowFlow and have saved it using the tf.train.Saver class as per the <a href=""https://www.tensorflow.org/versions/r0.8/how_tos/variables/index.html#saving-and-restoring"" rel=""nofollow noreferrer"">instructions on saving and loading variables</a>. I now want to load two copies of this model and create a larger RNN which combines them, for further training. Unfortunately, as far as I can see there is no way to load variables from one scope into another. Is there any way to do this?</p>

<p>As a simple example, suppose I had a simple model:</p>

<pre class=""lang-py prettyprint-override""><code>with tf.variable_scope(""model"", reuse=None, initializer=initializer):
      W = tf.get_variable(""W"", [input_size, output_size])
      b = tf.get_variable(""b"", [input_size])

      inputs = tf.placeholder(tf.float32, [batch_size, input_size]      
      outputs = tf.matmul(inputs, W) + b
</code></pre>

<p>And I trained this model on some data and saved the variables using:</p>

<pre class=""lang-py prettyprint-override""><code>saver = tf.train.Saver()
saved.save(session, ""model"")
</code></pre>

<p>Then later I wanted to create a combined model:</p>

<pre class=""lang-py prettyprint-override""><code>with tf.variable_scope(""combinedl"", reuse=None, initializer=initializer):
    with tf.variable_scope(""model0"" , reuse=None, initializer=initializer):
         W0 = tf.get_variable(""W"", [input_size, output_size])
         b0 = tf.get_variable(""b"", [input_size])

         inputs0 = tf.placeholder(tf.float32, [batch_size, input_size]      
         outputs0 = tf.matmul(inputs, W0) + b0

    with tf.variable_scope(""model1"" , reuse=None, initializer=initializer):
         W1 = tf.get_variable(""W"", [input_size, output_size])
         b1 = tf.get_variable(""b"", [input_size])

         inputs1 = tf.placeholder(tf.float32, [batch_size, input_size]      
         outputs1 = tf.matmul(inputs, W1) + b1

    output = outputs1 + outputs2
</code></pre>

<p>Would it be possible to load the trained values for W and b in the original model into the variables W0, b0 and W1, b1? Would it be possible to train these new variables independently?</p>
",0
